Authorization required, but no authorization protocol specified

Authorization required, but no authorization protocol specified

Authorization required, but no authorization protocol specified

Authorization required, but no authorization protocol specified

LAMMPS (22 Jul 2025 - Update 3)
KOKKOS mode with Kokkos version 4.6.2 is enabled
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (51.046552 51.046552 51.046552)
  1 by 1 by 1 MPI processor grid
WARNING: Pair style lj/class2/coul/long/kk in data file differs from currently defined pair style lj/class2/coul/cut/kk (src/read_data.cpp:811)
  reading atoms ...
  6320 atoms
  reading velocities ...
  6320 velocities
  scanning bonds ...
  4 = max bonds/atom
  scanning angles ...
  12 = max angles/atom
  scanning dihedrals ...
  21 = max dihedrals/atom
  scanning impropers ...
  8 = max impropers/atom
  orthogonal box = (0 0 0) to (51.046552 51.046552 51.046552)
  1 by 1 by 1 MPI processor grid
  reading bonds ...
  6310 bonds
  reading angles ...
  11200 angles
  reading dihedrals ...
  13970 dihedrals
  reading impropers ...
  6300 impropers
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        1       
  special bond factors coul:  0        0        1       
     4 = max # of 1-2 neighbors
     6 = max # of 1-3 neighbors
    10 = max # of special neighbors
  special bonds CPU = 0.003 seconds
  read_data CPU = 0.253 seconds
Generated 21 of 21 mixed pair_coeff terms from sixthpower/sixthpower mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 4000, page size: 100000
  master list distance cutoff = 11.5
  ghost atom cutoff = 11.5
  binsize = 11.5, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/class2/coul/cut/kk, perpetual
      attributes: full, newton off, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 0.5
Per MPI rank memory allocation (min/avg/max) = 23.8 | 23.8 | 23.8 Mbytes
   Step          Time           Temp          Press         Enthalpy        TotEng         KinEng         PotEng         E_bond        E_angle        E_dihed        E_impro         E_vdwl         E_coul         Volume           Lx             Ly             Lz          Density          Pxx            Pyy            Pzz      
     24000   12000          301.68174      1866.2013      27170.021      25000.487      5682.3985      19318.089      2673.2619      5168.3789     -4648.8247      217.39685     -2748.4501      18656.326      79713.548      43.037204      43.037204      43.037204      1.0512539      1436.6175      2764.4824      1397.5041    
     25000   12500          296.03737      1965.3595      28037.44       25781.397      5576.0825      20205.315      2697.8472      5214.9176     -4574.2381      201.62339     -2883.1201      19548.285      78709.907      42.855819      42.855819      42.855819      1.0646586      2344.3157      3357.3571      194.40571    
     26000   13000          300.7644       2482.1479      28636.969      25841.985      5665.1197      20176.865      2734.9044      5193.6626     -4554.7739      222.80949     -2902.2424      19482.505      77210.396      42.581922      42.581922      42.581922      1.0853355      691.33831      4463.8001      2291.3052    
     27000   13500          307.35239      2407.7784      28766.557      26075.074      5789.2093      20285.864      2760.4291      5187.6508     -4594.1099      211.16561     -2955.4117      19676.141      76647.739      42.478234      42.478234      42.478234      1.0933027      2439.6161      3809.3497      974.36943    
     28000   14000          302.83418      3637.1507      31270.22       27230.772      5704.1055      21526.667      2710.9549      5120.388      -4577.0852      208.9303      -2901.3051      20964.784      76152.617      42.38657       42.38657       42.38657       1.100411       4398.4508      4421.8599      2091.1415    
     29000   14500          298.63408      3205.4063      30729.822      27202.217      5624.9935      21577.224      2777.0874      5207.0251     -4597.35        224.54857     -2959.6297      20925.543      75460.707      42.257807      42.257807      42.257807      1.1105009      4021.9209      3076.5049      2517.793     
     30000   15000          300.09611      3080.1687      28829.24       25463.678      5652.5319      19811.146      2845.8067      5114.3864     -4600.1232      234.3324      -2948.0186      19164.762      74921.629      42.156939      42.156939      42.156939      1.1184912      3759.6943      3118.6692      2362.1427    
     31000   15500          304.99675      2904.9226      29762.66       26617.064      5744.839       20872.225      2750.9768      5319.8922     -4602.0146      237.80566     -3013.8913      20179.456      74249.323      42.030462      42.030462      42.030462      1.1286188      2183.7415      4512.9436      2018.0828    
     32000   16000          292.59899      2464.3325      28154.241      25505.447      5511.3182      19994.129      2774.1344      5231.9385     -4551.9741      213.72796     -3014.4609      19340.763      73700.93       41.92673       41.92673       41.92673       1.1370166      4080.5268      2976.2509      336.2198     
     33000   16500          297.69185      3291.5408      29612.57       26117.758      5607.2458      20510.512      2729.905       5297.4228     -4515.7945      208.47772     -3097.643       19888.144      72802.894      41.755743      41.755743      41.755743      1.1510419      4820.392       3240.7042      1813.5262    
     34000   17000          306.01957      3957.6483      29267.57       25098.186      5764.1047      19334.082      2652.2633      5165.173      -4537.8951      226.72702     -3036.4238      18864.237      72236.839      41.647242      41.647242      41.647242      1.1600616      4295.6929      4529.3346      3047.9175    
     35000   17500          299.23584      3691.4838      30038.373      26195.338      5636.328       20559.01       2806.876       5192.0596     -4526.7297      210.94278     -3095.0018      19970.863      71383.443      41.482587      41.482587      41.482587      1.1739302      3780.3872      3632.0122      3662.052     
     36000   18000          301.15738      3385.9392      29804.845      26281.735      5672.5217      20609.213      2779.4683      5181.5884     -4575.1479      227.22274     -3100.8495      20096.931      71346.256      41.475382      41.475382      41.475382      1.1745421      4718.8301      3871.6813      1567.3063    
     37000   18500          301.16148      2254.0692      28584.037      26252.289      5672.5989      20579.69       2731.4072      5273.1513     -4475.3845      234.99758     -3150.7714      19966.29       70931.391      41.394835      41.394835      41.394835      1.1814118      2082.5476      3265.2862      1414.3737    
     38000   19000          302.47171      3947.2887      29501.761      25466.688      5697.2782      19769.41       2791.4432      5154.8365     -4533.6473      217.66054     -3090.5156      19229.633      70093.311      41.231157      41.231157      41.231157      1.1955375      3803.4524      4231.6369      3806.777     
     39000   19500          306.06471      3110.1448      29613.633      26457.225      5764.955       20692.27       2672.9157      5110.2372     -4401.4499      218.5295      -3182.9628      20275.001      69588.366      41.13191       41.13191       41.13191       1.2042125      4632.064       2547.6226      2150.7477    
     40000   20000          303.60249      3750.2164      28829.392      25037.223      5718.5772      19318.646      2774.813       5237.2022     -4510.2327      214.42157     -3152.9308      18755.373      69335.474      41.082024      41.082024      41.082024      1.2086047      3993.7118      3416.1526      3840.7847    
     41000   20500          302.90822      4354.3548      29873.421      25499.338      5705.5001      19793.838      2737.078       5155.1652     -4488.687       235.04013     -3201.7451      19356.987      68879.07       40.991684      40.991684      40.991684      1.2166131      3524.5148      5282.3         4256.2496    
     42000   21000          301.00629      2577.3755      26855.544      24267.635      5669.6759      18597.959      2719.3514      5185.1222     -4426.1839      212.18182     -3247.2577      18154.745      68848.653      40.985649      40.985649      40.985649      1.2171506      1635.3897      3563.9859      2532.751     
     43000   21500          295.75186      5360.4269      31588.193      26252.47       5570.7048      20681.765      2786.0361      5191.2376     -4496.0806      198.90071     -3255.7513      20257.423      68252.411      40.866991      40.866991      40.866991      1.2277835      5202.3301      4979.8343      5899.1163    
     44000   22000          298.2397       4266.0652      30046.364      25811.494      5617.5651      20193.929      2670.9956      5162.6269     -4401.7485      223.61656     -3240.029       19778.467      68067.007      40.829953      40.829953      40.829953      1.2311277      5103.5938      3763.9864      3930.6155    
     45000   22500          306.46187      4548.0564      29591.425      25063.428      5772.4358      19290.992      2756.3355      5157.3387     -4491.403       215.33948     -3152.9581      18806.34       68265.994      40.869702      40.869702      40.869702      1.2275392      4285.519       6013.2087      3345.4414    
     46000   23000          300.93643      5226.6539      29412.785      24215.496      5668.36        18547.136      2760.0045      5175.3482     -4527.2068      232.22249     -3183.4972      18090.265      68183.175      40.853168      40.853168      40.853168      1.2290302      7186.3455      4721.6845      3771.9317    
     47000   23500          296.75972      4753.3923      29613.818      24910.89       5589.6886      19321.201      2710.5564      5090.0062     -4407.8323      220.47371     -3255.9953      18963.992      67840.47       40.784607      40.784607      40.784607      1.2352388      5225.0773      5503.7204      3531.3791    
     48000   24000          297.85505      5241.1187      30644.415      25471.156      5610.3199      19860.836      2785.8404      5057.1852     -4475.989       219.68315     -3234.9092      19509.026      67680.617      40.752548      40.752548      40.752548      1.2381563      4891.0047      6019.0628      4813.2884    
     49000   24500          299.94921      5212.8501      30584.728      25470.394      5649.765       19820.629      2802.1441      5046.9223     -4457.7213      207.11786     -3222.1274      19444.294      67272.561      40.670482      40.670482      40.670482      1.2456666      6915.846       5377.5282      3345.176     
     50000   25000          306.20658      3798.369       29087.828      25371.465      5767.627       19603.838      2784.2387      5117.5251     -4441.1939      235.3568      -3312.2946      19220.206      67088.025      40.63326       40.63326       40.63326       1.249093       3692.6741      5749.7811      1952.6519    
     51000   25500          302.17596      6209.8556      31637.815      25586.099      5691.7073      19894.392      2666.4914      5260.6472     -4402.2617      235.20115     -3242.2716      19376.585      66822.258      40.579533      40.579533      40.579533      1.2540609      6987.7396      7418.7882      4223.0391    
     52000   26000          298.8767       6203.7157      32558.296      26532.281      5629.5634      20902.718      2689.8537      5224.0719     -4387.6388      219.587       -3299.0781      20455.922      66604.329      40.535371      40.535371      40.535371      1.2581642      6959.4333      7359.9029      4291.8109    
     53000   26500          299.31885      4112.1811      28645.668      24632.603      5637.8916      18994.711      2654.6842      5147.5688     -4420.7522      231.26327     -3307.2586      18689.206      66915.709      40.598441      40.598441      40.598441      1.2523095      6221.1559      2438.3502      3677.0372    
     54000   27000          300.02504      4693.1186      29932.252      25393.353      5651.1932      19742.16       2760.249       5155.5582     -4405.5243      228.01365     -3330.5548      19334.418      66315.207      40.476633      40.476633      40.476633      1.2636495      3944.8943      6188.3071      3946.1544    
     55000   27500          298.62778      6292.7435      32138.983      26062.918      5624.8747      20438.043      2785.3204      5201.9562     -4386.2669      230.22552     -3278.6669      19885.474      66207.396      40.454686      40.454686      40.454686      1.2657072      5159.2749      7855.9462      5863.0094    
     56000   28000          303.05691      6303.3547      31459.043      25393.915      5708.3009      19685.614      2769.347       5308.2723     -4402.9173      237.95634     -3323.4278      19096.383      65976.969      40.407699      40.407699      40.407699      1.2701278      7285.2636      6278.7421      5346.0584    
     57000   28500          302.58022      6495.4301      31169.81       24925.482      5699.322       19226.16       2681.5703      5250.9693     -4428.7775      205.01615     -3284.5822      18801.964      65917.685      40.395593      40.395593      40.395593      1.2712701      7910.3548      6086.3889      5489.5466    
     58000   29000          296.66343      7135.6617      33863.215      27017.702      5587.8748      21429.828      2725.4748      5225.7176     -4399.0318      227.90868     -3348.1479      20997.906      65780.301      40.367509      40.367509      40.367509      1.2739252      8274.8686      6225.7726      6906.3439    
     59000   29500          293.19146      7237.5215      32145.828      25219.485      5522.4777      19697.008      2790.7929      5218.102      -4326.0041      218.14841     -3295.8445      19091.813      65620.299      40.334753      40.334753      40.334753      1.2770314      7170.4323      7310.751       7231.381     
     60000   30000          306.91754      5648.7078      30961.26       25566.646      5781.0185      19785.628      2706.3596      5205.8947     -4395.1833      213.30279     -3289.9995      19345.254      65484.018      40.306811      40.306811      40.306811      1.2796891      6691.3563      5457.3017      4797.4654    
     61000   30500          299.62355      5463.8334      30295.761      25062.714      5643.6309      19419.084      2730.032       5311.2458     -4399.439       231.76783     -3373.9317      18919.409      65672.158      40.345376      40.345376      40.345376      1.2760229      7698.6057      4677.0696      4015.8248    
     62000   31000          300.03403      4275.0844      27322.608      23225.439      5651.3625      17574.077      2742.6574      5181.5792     -4397.3594      219.2353      -3348.048       17176.013      65714.806      40.354107      40.354107      40.354107      1.2751948      3781.1425      5437.7837      3606.327     
     63000   31500          298.46323      5650.8312      32888.306      27483.118      5621.7754      21861.343      2712.345       5211.0549     -4359.2459      231.10193     -3309.702       21375.789      65587.724      40.328078      40.328078      40.328078      1.2776656      5497.7483      5781.8809      5672.8643    
     64000   32000          300.86723      4986.9309      30066.016      25306.603      5667.0566      19639.547      2800.694       5093.0907     -4361.7692      214.50617     -3202.6237      19095.649      65440.133      40.297805      40.297805      40.297805      1.2805472      6376.7083      5841.7298      2742.3546    
     65000   32500          297.87446      6887.6999      31472.112      24925.748      5610.6854      19315.063      2714.5914      5311.4406     -4325.6912      220.91345     -3374.6655      18768.474      65170.347      40.242351      40.242351      40.242351      1.2858483      5979.1002      7985.2273      6698.7722    
     66000   33000          295.40226      7672.8447      33637.465      26371.659      5564.1197      20807.539      2816.6602      5205.9086     -4387.3036      228.82107     -3325.2709      20268.724      64930.909      40.193007      40.193007      40.193007      1.29059        7551.6879      6699.0493      8767.7968    
     67000   33500          300.94606      5951.0641      31271.248      25627.566      5668.5413      19959.025      2691.4627      5280.4032     -4392.032       215.1927      -3358.9779      19522.976      65026.749      40.212772      40.212772      40.212772      1.2886878      6252.5877      6148.3937      5452.2107    
     68000   34000          298.06461      6662.1887      32440.315      26155.786      5614.2671      20541.518      2737.0805      5241.7885     -4350.9212      223.65129     -3328.6778      20018.597      64681.475      40.141473      40.141473      40.141473      1.2955669      6200.9541      6882.4845      6903.1275    
     69000   34500          303.94273      7151.9829      31535.628      24801.286      5724.9858      19076.3        2845.0721      5188.3663     -4352.7777      240.41839     -3331.4682      18486.689      64564.353      40.11723       40.11723       40.11723       1.2979172      8274.9414      5836.7939      7344.2133    
     70000   35000          307.42788      6083.6657      30109.533      24377.969      5790.6312      18587.338      2785.3801      5158.2583     -4371.565       215.06135     -3337.4359      18137.639      64599.916      40.124594      40.124594      40.124594      1.2972026      5732.9951      6243.1355      6274.8665    
     71000   35500          299.5078       7387.6114      32569.39       25639.047      5641.4507      19997.596      2723.8906      5103.0209     -4347.3683      218.64075     -3332.2619      19631.674      64324.257      40.06744       40.06744       40.06744       1.3027617      6745.1189      8566.6732      6851.0422    
     72000   36000          298.23757      6794.032       31890.999      25543.353      5617.525       19925.828      2772.9678      5202.3858     -4357.7807      238.28624     -3342.2158      19412.184      64063.289      40.013181      40.013181      40.013181      1.3080687      5398.3958      7551.4871      7432.213     
     73000   36500          301.15287      7880.1794      33191.121      25831.058      5672.4367      20158.622      2727.2331      5180.0132     -4288.4476      221.36408     -3292.9209      19611.38       64042.683      40.00889       40.00889       40.00889       1.3084895      8638.616       7705.5052      7296.417     
     74000   37000          299.83334      7822.4414      33839.246      26568.059      5647.5824      20920.477      2774.2579      5261.9166     -4378.791       233.50181     -3309.4332      20339.025      63736.334      39.944994      39.944994      39.944994      1.3147788      7298.534       9562.286       6606.5041    
     75000   37500          304.66632      9644.3472      35678.938      26679.796      5738.6152      20941.181      2772.0573      5138.4177     -4381.7471      240.95382     -3307.6283      20479.128      63981.202      39.996083      39.996083      39.996083      1.3097469      10741.96       10535.217      7655.8637    
     76000   38000          298.93405      7333.9666      31915.056      25074.699      5630.6437      19444.056      2740.8685      5183.6141     -4321.0176      224.20456     -3391.3423      19007.728      63953.44       39.990298      39.990298      39.990298      1.3103154      7619.1585      9383.1612      4999.58      
     77000   38500          299.43351      6333.286       30886.231      24976.055      5640.0513      19336.003      2714.4135      5209.745      -4361.0835      212.93895     -3346.5379      18906.527      63987.542      39.997404      39.997404      39.997404      1.3096171      5278.3388      6327.8905      7393.6288    
     78000   39000          298.62223      7634.9752      31468.648      24394.814      5624.7704      18770.043      2701.91        5262.9738     -4279.8383      226.3519      -3255.9843      18114.63       63528.906      39.901614      39.901614      39.901614      1.3190717      7087.0912      9628.3726      6189.4618    
     79000   39500          301.41942      9627.8411      35357.566      26438.231      5677.4575      20760.774      2700.4755      5217.6232     -4390.8139      240.20736     -3342.6273      20335.909      63522.511      39.900275      39.900275      39.900275      1.3192045      9176.7305      11017.186      8689.6066    
     80000   40000          301.15545      5708.9074      30541.547      25234.012      5672.4855      19561.527      2844.5771      5309.7522     -4323.3101      212.82018     -3377.5937      18895.281      63747.62       39.947352      39.947352      39.947352      1.314546       3771.8747      6461.4531      6893.3943    
     81000   40500          301.67959      9340.6672      35018.39       26366.333      5682.358       20683.975      2685.4316      5268.4094     -4293.2157      238.89936     -3354.9426      20139.393      63513.434      39.898374      39.898374      39.898374      1.319393       9131.3539      10496.414      8394.2337    
     82000   41000          299.20615      7373.4896      32011.245      25188.469      5635.769       19552.7        2740.843       5324.4382     -4319.5714      225.45206     -3369.3349      18950.874      63447.156      39.884491      39.884491      39.884491      1.3207713      8309.4584      7025.7328      6785.2775    
     83000   41500          300.74446      9461.1865      36280.381      27549.649      5664.744       21884.905      2656.3376      5220.8267     -4321.1087      222.00951     -3293.4748      21400.314      63274.57       39.848294      39.848294      39.848294      1.3243738      9059.9075      12861.499      6462.1534    
     84000   42000          302.91692      8689.323       34272.039      26254.003      5705.6639      20548.339      2665.7246      5080.8785     -4329.0597      227.12473     -3294.1487      20197.82       63271.212      39.847589      39.847589      39.847589      1.3244441      8632.7528      10484.711      6950.5051    
     85000   42500          297.8206       8413.4852      34565.242      26829.303      5609.6709      21219.632      2753.5935      5159.9095     -4328.1629      230.80694     -3367.7866      20771.272      63046.532      39.800366      39.800366      39.800366      1.329164       8445.9659      8448.6224      8345.8672    
     86000   43000          296.8179       8855.5545      36157.857      27987.541      5590.7844      22396.757      2748.9867      5180.351      -4328.3416      241.71007     -3338.9482      21892.999      63262.621      39.845786      39.845786      39.845786      1.3246239      8790.9084      10108.476      7667.2795    
     87000   43500          297.56079      8342.5005      34376.87       26688.058      5604.7773      21083.28       2706.8558      5254.5175     -4312.1501      227.04231     -3458.3729      20665.388      63195.646      39.831719      39.831719      39.831719      1.3260278      7491.9167      8386.7712      9148.8135    
     88000   44000          300.22519      9008.6713      34278.06       26017.398      5654.9633      20362.435      2702.2315      5222.2699     -4371.8709      235.89913     -3261.356       19835.261      62875.031      39.764245      39.764245      39.764245      1.3327895      7488.244       10315.377      9222.3924    
     89000   44500          296.80424      8495.4263      34295.475      26524.932      5590.5272      20934.405      2722.4703      5167.143      -4324.3591      227.94402     -3338.0911      20479.297      62717.73       39.731056      39.731056      39.731056      1.3361322      8631.9893      8006.7633      8847.5263    
     90000   45000          294.86621      9379.9401      35550.869      26963.265      5554.0228      21409.242      2754.4705      5091.38       -4337.1999      239.89389     -3268.8353      20929.533      62776.346      39.74343       39.74343       39.74343       1.3348846      9245.1734      10554.992      8339.6548    
     91000   45500          303.6534       8498.1117      34942.406      27138.023      5719.5361      21418.487      2710.0786      5114.7771     -4287.7142      221.39515     -3336.7213      20996.671      62970.95       39.784455      39.784455      39.784455      1.3307594      8189.7023      9288.3545      8016.2783    
     92000   46000          301.78528      9480.4743      35575.32       26893.34       5684.3486      21208.992      2721.9918      5171.5208     -4309.2445      240.93059     -3382.5335      20766.327      62793.229      39.746992      39.746992      39.746992      1.3345257      9966.2216      8569.4992      9905.7021    
     93000   46500          304.56043      7677.9645      32936.774      25915.051      5736.6207      20178.431      2731.5131      5258.6504     -4288.7237      237.82102     -3358.5037      19597.673      62707.821      39.728964      39.728964      39.728964      1.3363434      7017.2604      8646.4339      7370.1992    
     94000   47000          300.51485      9579.7817      34433.419      25652.906      5660.4192      19992.487      2787.7942      5147.939      -4334.1957      229.29008     -3297.8594      19459.519      62847.554      39.758451      39.758451      39.758451      1.3333722      10265.136      9507.89        8966.319     
     95000   47500          298.68104      8492.4473      31779.924      24010.065      5625.878       18384.187      2674.0701      5228.3842     -4330.0503      222.3646      -3357.4376      17946.856      62734.205      39.734535      39.734535      39.734535      1.3357813      7801.7535      9127.4862      8548.1021    
     96000   48000          296.98579      8331.8289      33168.9        25578.322      5593.9468      19984.376      2726.1929      5210.9589     -4327.0305      235.22349     -3384.024       19523.055      62468.144      39.678283      39.678283      39.678283      1.3414706      7831.9807      8626.4771      8537.0289    
     97000   48500          298.5767       8717.3438      34317.391      26381.208      5623.9127      20757.296      2722.8574      5259.1734     -4254.6162      210.4624      -3413.631       20233.05       62424.003      39.668935      39.668935      39.668935      1.3424192      9169.2474      7772.653       9210.131     
     98000   49000          302.75913      10834.904      35853.22       26012.79       5702.6918      20310.099      2762.5372      5202.7459     -4350.4135      208.6307      -3225.8906      19712.489      62274.907      39.637327      39.637327      39.637327      1.3456332      11159.753      10335.385      11009.575    
